Rank,Abbreviated Journal Title,ISSN,2014 Total Cites,Impact Factor,5-Year Impact Factor,Immediacy Index,2014 Articles,Cited Half-life,Eigenfactor Score,Article Influence Score
6212,REV NEUROLOGIA,0210-0010,1567,0.83,0.757,0.232,155,6.6,0.00175,0.122
6213,CRYPTOGR COMMUN,1936-2447,67,0.828,0.823,0.118,17,,0.00101,0.801
6214,P I MECH ENG D-J AUT,0954-4070,1489,0.828,0.895,0.113,124,7.8,0.00258,0.27
6215,SURV METHODOL,0714-0045,504,0.828,1.593,0.105,19,>10.0,0.00175,1.281
6216,ADV NURS SCI,0161-9268,993,0.827,1.191,0.071,28,>10.0,0.00091,0.33
6217,ANAT SCI INT,1447-6959,370,0.827,0.888,0.143,35,6.5,0.00076,0.27
6218,BIOLOGIA,0006-3088,1587,0.827,0.741,0.171,205,7,0.00251,0.185
6219,IRISH J MED SCI,0021-1265,848,0.827,0.666,0.281,96,5.4,0.00191,0.186
6220,J NUTR SCI VITAMINOL,0301-4800,1471,0.827,1.063,0.094,64,9.5,0.00151,0.258
6221,ACCOUNT RES,0898-9621,173,0.826,0.835,0.222,27,5.7,0.00042,0.255
6222,DISCRETE CONT DYN-A,1078-0947,2336,0.826,0.914,0.443,253,5.4,0.01947,0.907
6223,EUR J CONTROL,0947-3580,662,0.826,1.015,0.094,32,9.6,0.00202,0.616
6224,SYMMETRY-BASEL,2073-8994,222,0.826,1.192,0.22,50,4.2,0.00133,0.472
6225,TOXICOL ENVIRON CHEM,0277-2248,977,0.825,,0.118,93,4.8,0.00196,
6226,ACUPUNCTURE ELECTRO,0360-1293,217,0.824,0.745,0,11,>10.0,0.00008,0.104
6227,AFR J ECOL,0141-6707,1501,0.824,0.821,0.062,65,9.9,0.00209,0.276
6228,COMPUT SUPP COOP W J,0925-9724,342,0.824,0.903,0.263,19,9.8,0.00055,0.371
6229,CYTA-J FOOD,1947-6337,178,0.824,0.767,0.125,56,2.9,0.00064,0.185
6230,INT J COMPUT MATH,0020-7160,1507,0.824,0.699,0.364,176,5.3,0.00458,0.267
6231,MATER PLAST,0025-5289,346,0.824,0.576,0.183,104,4.4,0.00044,0.073
6232,EUR ANN OTORHINOLARY,1879-7296,229,0.822,,0.123,65,3.2,0.00103,
6233,J DYN DIFFER EQU,1040-7294,837,0.822,1,0.091,44,>10.0,0.00272,0.895
6234,PAK J BOT,0556-3321,2913,0.822,0.903,0.134,305,4.7,0.00432,0.13
6235,IEEE INTEL TRANSP SY,1939-1390,84,0.821,1.014,0.115,26,,0.0004,0.342
6236,J SHIP RES,0022-4502,581,0.821,1.098,0.062,16,>10.0,0.00082,0.503
6237,NEW GENERAT COMPUT,0288-3635,232,0.821,0.925,0,16,>10.0,0.00034,0.266
6238,PHYS SOLID STATE+,1063-7834,5214,0.821,0.75,0.269,402,>10.0,0.00699,0.216
6239,STROJ VESTN-J MECH E,0039-2480,354,0.821,0.671,0.143,84,3.4,0.00095,0.142
6240,WORLD RABBIT SCI,1257-5011,392,0.821,0.901,0.188,32,9.3,0.0004,0.191
6241,ADV APPL MATH,0196-8858,1033,0.82,0.768,0.2,50,>10.0,0.00443,0.895
6242,ANN I STAT MATH,0020-3157,1346,0.82,0.805,0.205,39,>10.0,0.00298,0.733
6243,J LOND MATH SOC,0024-6107,3411,0.82,0.925,0.14,93,>10.0,0.00965,1.413
6244,J PHYTOPATHOL,0931-1785,2204,0.82,1.076,0.196,112,9.2,0.00294,0.299
6245,BERL MUNCH TIERARZTL,0005-9366,742,0.819,0.847,0.313,67,7.8,0.00124,0.22
6246,IT PROF,1520-9202,293,0.819,,0.194,36,5,0.00083,
6247,J MED PRIMATOL,0047-2565,789,0.819,1.074,0.183,60,8.6,0.00114,0.279
6248,AM SURGEON,0003-1348,5765,0.818,1.105,0.04,405,9.5,0.00978,0.363
6249,ECONOMET J,1368-4221,601,0.818,1.488,0.095,21,8.9,0.00415,2.12
6250,SIMUL-T SOC MOD SIM,0037-5497,911,0.818,0.813,0.125,80,>10.0,0.00103,0.192
6251,COMPUT ELECTR ENG,0045-7906,840,0.817,0.965,0.155,206,3.6,0.00223,0.216
6252,ELECTRON J QUAL THEO,1417-3875,494,0.817,0.838,0.068,74,4.2,0.0017,0.234
6253,INT J NUMER ANAL MOD,1705-5105,375,0.817,1.008,0.267,45,4.7,0.00251,0.667
6254,TROP ANIM HEALTH PRO,0049-4747,1936,0.817,0.895,0.224,223,4.8,0.00488,0.235
6255,VET CLIN N AM-SMALL,0195-5616,2060,0.816,1.561,0.059,68,>10.0,0.00294,0.504
6256,INT J APPL ELECTROM,1383-5416,804,0.815,0.69,0.046,259,4.6,0.00129,0.114
6257,J NEUROSCI NURS,0888-0395,585,0.815,1.095,0.073,55,6.9,0.00107,0.307
6258,OSIRIS,0369-7827,331,0.815,1.27,0.059,17,>10.0,0.00106,1.06
6259,THEOR EXP CHEM+,0040-5760,527,0.815,0.69,0.083,48,9.8,0.00057,0.131
6260,HEAT TRANSFER ENG,0145-7632,1524,0.814,0.918,0.354,144,7.2,0.00234,0.263
6261,ACTA PHYS SIN-CH ED,1000-3290,8354,0.813,0.684,0.205,1451,3.9,0.00854,0.067
6262,MATH MODEL NAT PHENO,0973-5348,402,0.813,0.807,0.739,69,3.7,0.00233,0.422
6263,STAT PAP,0932-5026,595,0.813,0.957,0.134,67,5.7,0.00247,0.482
6264,EUR J APPL MATH,0956-7925,632,0.812,0.965,0.091,33,>10.0,0.00155,0.686
6265,FLUCT NOISE LETT,0219-4775,328,0.811,0.766,0.188,32,7.5,0.00073,0.275
6266,BRAZ J PHYS,0103-9733,1042,0.81,0.736,0.545,99,8.8,0.00133,0.243
6267,CLIN IMAG,0899-7071,1170,0.81,0.882,0.107,177,6.3,0.00264,0.267
6268,ICHTHYOL RES,1341-8998,628,0.81,0.752,0.231,39,8.6,0.00088,0.215
6269,REV CHIM-BUCHAREST,0034-7752,1269,0.81,0.621,0.265,306,3.9,0.00131,0.062
6270,SCOT J GEOL,0036-9276,357,0.81,0.87,0.071,14,>10.0,0.00022,0.204
6271,BRAIN IMPAIR,1443-9646,210,0.809,1.167,0,21,5.4,0.00056,0.328
6272,J MACROMOL SCI A,1060-1325,2374,0.809,0.837,0.172,122,>10.0,0.00176,0.148
6273,J URBAN PLAN DEV,0733-9488,514,0.809,1.138,0.152,33,7.4,0.00069,0.238
6274,SCI AGR,0103-9016,1503,0.809,1.103,0.254,71,8.2,0.00236,0.345
6275,J ESTHET RESTOR DENT,1496-4155,589,0.808,1.164,0.051,39,7.4,0.0009,0.309
6276,ECOL FOOD NUTR,0367-0244,499,0.807,0.986,0.053,38,>10.0,0.00054,0.244
6277,HEMATOL-AM SOC HEMAT,1520-4391,1341,0.807,,,,6.9,0.00434,
6278,J POROUS MEDIA,1091-028X,491,0.807,0.608,0.229,83,5,0.0009,0.127
6279,APPL COMPUT ELECTROM,1054-4887,497,0.806,0.684,0.092,141,3.1,0.00107,0.112
6280,FORM ASP COMPUT,0934-5043,347,0.806,0.886,0.105,38,7.1,0.00102,0.405
6281,INSECT SYST EVOL,1399-560X,276,0.806,0.759,0.615,13,8.6,0.00037,0.269
6282,J VECTOR DIS,0972-9062,499,0.806,0.957,0.082,61,6,0.00101,0.249
6283,MATH PHYS ANAL GEOM,1385-0172,174,0.806,0.954,0.034,29,6.5,0.00107,0.769
6284,STUD GEOPHYS GEOD,0039-3169,602,0.806,0.834,0.2,35,9.7,0.00115,0.332
6285,INT J BIOMATH,1793-5245,205,0.805,0.703,0.082,73,2.9,0.00055,0.15
6286,J MAR SCI TECH-JAPAN,0948-4280,403,0.805,1.031,0.128,39,6,0.00107,0.347
6287,J MINIM ACCESS SURG,0972-9941,255,0.805,,0.176,51,3.7,0.00076,
6288,MECH SCI,2191-9151,71,0.805,0.917,0.111,9,,0.0006,0.525
6289,STRATIGR GEO CORREL+,0869-5938,499,0.805,0.843,0.114,44,8,0.00107,0.32
6290,Z GERONTOL GERIATR,0948-6704,607,0.805,0.9,0.176,74,6.2,0.00105,0.207
6291,ARID LAND RES MANAG,1532-4982,321,0.804,0.754,0.206,34,8.9,0.00039,0.186
6292,IET INTELL TRANSP SY,1751-956X,313,0.804,1.109,0.055,73,4.2,0.00095,0.271
6293,J ENG GAS TURB POWER,0742-4795,3501,0.804,0.927,0.137,248,>10.0,0.00565,0.32
6294,J FOOD NUTR RES,1336-8672,180,0.804,0.721,0.154,39,5.2,0.00035,0.161
6295,APPL ANAL,0003-6811,1414,0.803,0.862,0.132,152,7.6,0.0057,0.573
6296,J ENG MATH,0022-0833,1313,0.803,1.051,0.108,74,10,0.00287,0.481
6297,KAOHSIUNG J MED SCI,1607-551X,841,0.803,0.815,0.095,84,5.8,0.00174,0.209
6298,LAKE RESERV MANAGE,1040-2381,606,0.803,1.153,0.455,33,8.3,0.00075,0.276
6299,ACTA NEUROPSYCHIATR,1601-5215,367,0.802,0.667,0.062,48,5.7,0.00088,0.194
6300,CHEM BIOCHEM ENG Q,0352-9568,512,0.802,0.863,0.071,56,6.2,0.00082,0.186
6301,DISCRETE APPL MATH,0166-218X,4041,0.802,0.862,0.191,414,9.9,0.01386,0.618
6302,INDIAN J CANCER,0019-509X,586,0.802,,0.039,76,5.2,0.00122,
6303,J POULT SCI,1346-7395,437,0.802,0.81,0.131,61,6,0.00085,0.207
6304,NEOTROP ICHTHYOL,1679-6225,915,0.802,1.216,0.177,79,5.4,0.00219,0.327
6305,THEOR MATH PHYS+,0040-5779,2304,0.801,0.696,0.225,111,>10.0,0.00404,0.367
6306,HERPETOZOA,1013-4425,175,0.8,,0.105,19,>10.0,0.00019,
6307,J MICROPALAEONTOL,0262-821X,301,0.8,0.985,1.231,13,>10.0,0.00033,0.31
6308,NEW ZEAL J MAR FRESH,0028-8330,1632,0.8,1.042,0.512,43,>10.0,0.00126,0.331
6309,REV ARGENT MICROBIOL,0325-7541,371,0.8,0.864,0.061,49,5.9,0.0007,0.206
6310,CHEM J CHINESE U,0251-0790,2297,0.799,0.53,0.176,420,4.5,0.00221,0.057
6311,NEUROENDOCRINOL LETT,0172-780X,1786,0.799,1.004,0.082,110,6.4,0.00291,0.228
6312,INT J PERF ANAL SPOR,1474-8185,478,0.798,,0.097,72,6.1,0.00049,
6313,B KOREAN CHEM SOC,0253-2964,5890,0.797,0.818,0.138,679,5.4,0.00962,0.157
6314,CAH BIOL MAR,0007-9723,767,0.797,0.748,0.145,55,>10.0,0.00097,0.22
6315,J MULTIMODAL USER IN,1783-7677,105,0.797,0.937,0.125,32,4,0.0004,0.264
6316,J TRANSP ENG,0733-947X,2335,0.797,1.028,0.1,110,>10.0,0.00302,0.297
6317,NURS ECON,0746-1739,595,0.797,1.217,0.192,26,6.9,0.00123,0.381
6318,REV ESP QUIM,0214-3429,244,0.797,0.825,0.103,29,4.9,0.00063,0.232
6319,ANAL APPL,0219-5305,274,0.796,1.104,0.258,31,6.1,0.00176,0.963
6320,FOREST SYST,2171-5068,231,0.796,1.005,0.2,60,3.3,0.00092,0.286
6321,J AM HELICOPTER SOC,0002-8711,615,0.796,0.821,0.229,35,>10.0,0.00114,0.458
6322,J NETW SYST MANAG,1064-7570,187,0.796,0.728,0.111,27,7.1,0.00064,0.352
6323,J VENOM ANIM TOXINS,1678-9199,355,0.796,0.668,0.216,51,5,0.0006,0.131
6324,KYOTO J MATH,2156-2261,101,0.796,0.826,0.083,36,3.2,0.00214,1.169
6325,STUD NEOTROP FAUNA E,0165-0521,514,0.796,0.709,0.071,28,>10.0,0.00044,0.238
6326,ESA BULL-EUR SPACE,0376-4265,508,0.795,0.716,0.095,21,>10.0,0.00064,0.367
6327,J DISPER SCI TECHNOL,0193-2691,1939,0.795,0.824,0.209,206,5.9,0.00282,0.154
6328,MATH CONTROL SIGNAL,0932-4194,507,0.795,0.811,0.2,20,>10.0,0.00086,0.727
6329,VASCULAR,1708-5381,480,0.795,0.83,0.193,83,5.4,0.00135,0.261
6330,MATER RES-IBERO-AM J,1516-1439,1262,0.793,0.952,0.093,247,6.4,0.00196,0.202
6331,PHOTONIC NETW COMMUN,1387-974X,219,0.793,0.419,0.043,46,5.3,0.0007,0.158
6332,RUSS J NEMATOL,0869-6918,187,0.793,0.756,0.333,15,8.2,0.00025,0.194
6333,AFR J HERPETOL,2156-4574,121,0.792,0.612,0.214,14,8.6,0.00023,0.214
6334,CARPATHIAN J MATH,1584-2851,214,0.792,0.901,0.08,50,4.7,0.00061,0.252
6335,J ANAL METHODS CHEM,2090-8865,121,0.792,0.808,0.174,69,2,0.00035,0.171
6336,J WATERW PORT COAST,0733-950X,1345,0.792,1.04,0.391,46,>10.0,0.00146,0.46
6337,SOIL SCI,0038-075X,5698,0.792,1.289,0.022,46,>10.0,0.00254,0.409
6338,ALGORITHMICA,0178-4617,1637,0.791,0.805,0.168,113,>10.0,0.00559,0.624
6339,INT J MIN MET MATER,1674-4799,605,0.791,0.827,0.084,167,3.1,0.0022,0.195
6340,ITAL J ZOOL,1125-0003,760,0.791,0.763,0.143,63,>10.0,0.0011,0.215
6341,J CANCER RES THER,0973-1482,737,0.791,0.957,0.054,240,3.9,0.00228,0.234
6342,J SHELLFISH RES,0730-8000,2213,0.791,0.987,0.029,69,>10.0,0.00254,0.302
6343,J SOC INF DISPLAY,1071-0922,928,0.791,0.825,0.15,40,5.9,0.00242,0.266
6344,J TOPOL,1753-8416,225,0.791,0.982,0.2,40,4.4,0.00505,1.887
6345,AJAR-AFR J AIDS RES,1608-5906,307,0.79,0.897,0.268,41,5.3,0.00087,0.28
6346,ASIA-PAC J CHEM ENG,1932-2135,542,0.789,0.735,0.112,98,3.9,0.00149,0.164
6347,BIOL SPORT,0860-021X,279,0.789,0.605,0.146,48,5.9,0.00039,0.112
6348,CARDIOVASC J AFR,1995-1892,370,0.789,0.776,0.114,44,3.1,0.00127,0.208
6349,COLLOID J+,1061-933X,1232,0.789,0.785,0.093,97,8.7,0.0014,0.163
6350,COMP MATH MATH PHYS+,0965-5425,1562,0.789,0.509,0.122,148,>10.0,0.00268,0.208
6351,ISR J PSYCHIATR REL,0333-7308,485,0.789,1.067,1.034,29,7,0.00086,0.329
6352,Z NATURFORSCH A,0932-0784,1693,0.789,0.723,0.202,89,>10.0,0.00162,0.179
6353,PIGM RESIN TECHNOL,0369-9420,339,0.788,0.711,0.125,48,7.3,0.00034,0.111
6354,COMPUT J,0010-4620,2585,0.787,0.962,0.159,126,>10.0,0.00342,0.387
6355,HEMOGLOBIN,0363-0269,844,0.787,1.061,0.175,97,6.1,0.00159,0.267
6356,ISR J MATH,0021-2172,2700,0.787,0.796,0.092,153,>10.0,0.01335,1.255
6357,J EMERG NURS,0099-1767,756,0.787,0.804,0.193,88,7.4,0.00121,0.208
6358,J ESSENT OIL RES,1041-2905,1882,0.787,0.659,0.086,70,>10.0,0.00123,0.14
6359,J HETEROCYCLIC CHEM,0022-152X,5600,0.787,1.094,0.137,343,>10.0,0.00374,0.195
6360,NERVENARZT,0028-2804,1270,0.787,0.607,0.234,145,7.7,0.00153,0.123
6361,J WATER CLIM CHANGE,2040-2244,126,0.786,1.214,0.125,48,3.3,0.0005,0.321
6362,LOW TEMP PHYS+,1063-777X,1496,0.786,0.741,0.27,159,7.4,0.00279,0.222
6363,MAPAN-J METROL SOC I,0970-3950,160,0.786,0.773,0.176,34,3.9,0.0002,0.081
6364,NANOMATER NANOTECHNO,1847-9804,76,0.786,1.081,0.281,32,,0.00019,0.189
6365,EAT WEIGHT DISORD-ST,1124-4909,588,0.785,0.97,0.159,63,7.9,0.00095,0.256
6366,ANIM REPROD,1806-9614,243,0.784,,0.048,42,4.8,0.00073,
6367,GEOCHEM-EXPLOR ENV A,1467-7873,457,0.784,1.029,0.467,30,7.5,0.0006,0.272
6368,ACTA ACUST UNITED AC,1610-1928,2007,0.783,0.821,0.357,115,>10.0,0.00275,0.339
6369,BOT STUD,1999-3110,462,0.783,0.938,0.224,76,5.1,0.00105,0.23
6370,BRAZ J BIOL,1519-6984,1467,0.783,0.953,0.028,181,7,0.00248,0.26
6371,J BIOINF COMPUT BIOL,0219-7200,609,0.783,,0.25,60,6.7,0.00161,
6372,J EVOL EQU,1424-3199,439,0.783,0.945,0.15,40,6.6,0.00306,0.967
6373,J TIME SER ANAL,0143-9782,1157,0.783,0.887,0.088,34,>10.0,0.00318,0.839
6374,PHYS CHEM LIQ,0031-9104,691,0.783,0.62,0.303,66,9.8,0.00064,0.12
6375,GEOL BELG,1374-8505,303,0.782,1.021,0.562,32,5.4,0.00079,0.353
6376,IEEE SPECTRUM,0018-9235,1012,0.782,0.949,0.141,71,8.3,0.00371,0.597
6377,J VET MED SCI,0916-7250,3441,0.782,0.841,0.09,278,8.3,0.0053,0.227
6378,NATL MED J INDIA,0970-258X,513,0.782,0.841,0.25,24,8.8,0.00091,0.286
6379,NEW ZEAL J AGR RES,0028-8233,1292,0.782,1.239,0.429,28,>10.0,0.00077,0.312
6380,ATOMIZATION SPRAY,1044-5110,721,0.781,0.75,0.163,49,>10.0,0.00128,0.262
6381,MULTISENS RES,2213-4794,26,0.781,0.781,0.043,23,,0.00016,0.308
6382,ACM T MODEL COMPUT S,1049-3301,518,0.78,1.092,0.19,21,>10.0,0.00119,0.688
6383,ASTA-ADV STAT ANAL,1863-8171,172,0.78,1.055,0.118,17,4.7,0.00133,0.757
6384,INTERV NEURORADIOL,1591-0199,627,0.78,0.927,0.043,69,6.1,0.00153,0.29
6385,J SYMB COMPUT,0747-7171,1342,0.78,0.694,0.382,34,>10.0,0.00523,0.751
6386,OCCUP THER INT,0966-7903,209,0.78,0.99,0.3,20,6.2,0.00048,0.305
6387,URSUS,1537-6176,538,0.78,1.081,0.167,18,>10.0,0.00047,0.297
6388,TURK J GASTROENTEROL,1300-4948,637,0.779,0.801,0.34,106,4.5,0.0012,0.173
6389,ACTA MICROBIOL IMM H,1217-8950,243,0.778,0.711,0.108,37,5.7,0.00038,0.133
6390,EMERG MED CLIN N AM,0733-8627,775,0.778,0.827,0.442,52,8.6,0.001,0.253
6391,ENERG EXPLOR EXPLOIT,0144-5987,295,0.778,0.846,0.037,54,4.7,0.00059,0.167
6392,ERGOD THEOR DYN SYST,0143-3857,1645,0.778,0.801,0.161,93,>10.0,0.00711,1.033
6393,IEEE DES TEST,2168-2356,855,0.778,1.342,0.095,42,8.8,0.00236,0.66
6394,J GEOPHYS ENG,1742-2132,486,0.778,0.855,0.061,66,4.6,0.00153,0.29
6395,MODEL IDENT CONTROL,0332-7353,249,0.778,1.063,0.381,21,>10.0,0.00033,0.32
6396,P I MECH ENG I-J SYS,0959-6518,680,0.778,0.816,0.032,63,5.7,0.00184,0.262
6397,EUR J INTEGR MED,1876-3820,266,0.777,0.84,1.234,77,2.1,0.00051,0.159
6398,EURASIP J ADV SIG PR,1687-6180,2609,0.777,0.941,0.104,173,6.4,0.00656,0.341
6399,J POWER ELECTRON,1598-2092,515,0.777,0.782,0.148,135,3.7,0.00152,0.178
6400,EPIDEMIOL PREV,1120-9763,326,0.776,0.685,0.529,34,5.6,0.00079,0.211
6401,RACSAM REV R ACAD A,1578-7303,208,0.776,0.729,0.078,64,5.6,0.00114,0.496
6402,ZOOL STUD,1021-5506,1007,0.776,0.935,0.157,70,7.5,0.00188,0.275
6403,ACTA MECH SOLIDA SIN,0894-9166,562,0.775,1.171,0.017,60,5.2,0.0019,0.407
6404,GENET MOL RES,1676-5680,2613,0.775,0.972,0.098,1002,3.6,0.00687,0.213
6405,J COMB THEORY A,0097-3165,1943,0.775,0.773,0.18,100,>10.0,0.01064,1.101
6406,J FOREST RES-JPN,1341-6979,699,0.775,1.026,0.169,59,7.2,0.00126,0.288
6407,AUSTRIAN J EARTH SCI,2072-7151,155,0.774,0.874,0.778,18,4,0.00067,0.332
6408,EUR PHYS J-APPL PHYS,1286-0042,1600,0.774,0.787,0.126,174,6.2,0.00351,0.23
6409,AM MIDL NAT,0003-0031,3369,0.773,0.821,0.097,62,>10.0,0.00167,0.302
6410,J ELASTOM PLAST,0095-2443,318,0.773,0.777,0.152,46,6.9,0.00036,0.144
6411,J INEQUAL APPL,1029-242X,1672,0.773,0.818,0.183,502,3.6,0.00464,0.198
6412,MECH ADV MATER STRUC,1537-6494,540,0.773,0.862,0.274,84,5.8,0.00137,0.291
6413,WOOD FIBER SCI,0735-6161,1632,0.773,1.098,0.123,57,>10.0,0.00109,0.278
6414,BRIT FOOD J,0007-070X,1670,0.772,1.308,0.102,127,8.2,0.00193,0.269
6415,NEOTROP ENTOMOL,1519-566X,1439,0.772,0.865,0.253,75,7.6,0.00271,0.284
6416,P I MECH ENG E-J PRO,0954-4089,216,0.772,0.615,0.037,27,8.3,0.00035,0.153
6417,POWDER METALL,0032-5899,756,0.772,0.63,0.155,58,>10.0,0.00089,0.18
6418,ETRI J,1225-6463,870,0.771,0.803,0.145,131,4.7,0.0029,0.265
6419,PHYSIOTHER CAN,0300-0508,572,0.771,1.2,0.442,43,9,0.00097,0.331
6420,LETT DRUG DES DISCOV,1570-1808,706,0.77,0.757,0.23,135,4.4,0.00113,0.119
6421,NUCL ENG TECHNOL,1738-5733,594,0.77,0.737,0.069,87,5.6,0.00275,0.398
6422,ACM T INTERNET TECHN,1533-5399,306,0.769,1.167,0.094,32,8.5,0.00089,0.848
6423,CAN J DIET PRACT RES,1486-3847,299,0.769,0.981,0.125,40,5.8,0.00069,0.28
6424,J LOGIC ALGEBR PROGR,1567-8326,204,0.769,0.776,0,4,5.3,0.00095,0.394
6425,BIRTH DEFECTS RES B,1542-9733,753,0.768,1.41,0.436,39,6.3,0.00145,0.39
6426,DISCRETE CONT DYN-B,1531-3492,1117,0.768,0.957,0.162,173,5.5,0.00676,0.695
6427,FEW-BODY SYST,0177-7963,942,0.768,0.791,0.269,175,3.6,0.00296,0.265
6428,P I CIVIL ENG-ENG SU,1478-4629,179,0.768,0.862,0.5,20,5.2,0.00049,0.238
6429,TRANSFUS APHER SCI,1473-0502,1127,0.768,1.145,0.144,139,5.1,0.00279,0.326
6430,UNDERSEA HYPERBAR M,1066-2936,851,0.768,0.797,0.306,49,>10.0,0.00073,0.213
6431,DRUG DEVELOP RES,0272-4391,1219,0.767,0.918,0.153,72,>10.0,0.00107,0.221
6432,INT J PLANT PROD,1735-6814,264,0.767,1.077,0.194,31,4.7,0.00075,0.26
6433,BALT J ROAD BRIDGE E,1822-427X,146,0.766,0.703,0.103,29,3.4,0.00037,0.135
6434,COMPUT MATH METHOD M,1748-670X,498,0.766,0.756,0.038,208,2.2,0.00224,0.238
6435,INDIAN J PURE AP PHY,0019-5596,1379,0.766,0.847,0.151,106,7.3,0.00173,0.164
6436,KNOWL ENG REV,0269-8889,579,0.766,1.126,0.074,27,>10.0,0.00082,0.498
6437,MAGNESIUM RES,0953-1424,537,0.766,1.569,0.143,14,7.7,0.00079,0.406
6438,QUAL THEOR DYN SYST,1575-5460,102,0.766,,0.167,18,4.2,0.00081,
6439,CAN J MATH,0008-414X,2043,0.765,0.673,0.255,51,>10.0,0.00489,1.004
6440,ELECTRON J PROBAB,1083-6489,910,0.765,1.023,0.115,113,5.6,0.01032,1.382
6441,JOKULL,0449-0576,229,0.765,0.718,,,9.3,0.00018,0.291
6442,INT J STRUCT STAB DY,0219-4554,446,0.764,0.885,0.151,93,4.2,0.00117,0.241
6443,J INDIAN SOC REMOTE,0255-660X,466,0.764,0.849,0.057,87,4.9,0.00094,0.174
6444,MATH PROBL ENG,1024-123X,3190,0.762,0.798,0.145,2041,2.2,0.00719,0.142
6445,OIL SHALE,0208-189X,322,0.762,0.68,0.207,29,7.6,0.00042,0.152
6446,RUSS J ELECTROCHEM+,1023-1935,1449,0.762,0.69,0.108,158,6.9,0.00212,0.152
6447,EXPERT SYST,0266-4720,351,0.761,0.94,0.154,39,7.4,0.00047,0.2
6448,GEOL CARPATH,1335-0552,654,0.761,0.925,0.219,32,9.5,0.00077,0.259
6449,J SYMPLECT GEOM,1527-5256,170,0.761,0.889,0.05,20,5.7,0.00209,1.325
6450,PHYS MET METALLOGR+,0031-918X,1646,0.761,0.67,0.105,162,>10.0,0.00216,0.186
6451,B ENG GEOL ENVIRON,1435-9529,882,0.76,1.112,0.16,94,7.2,0.00155,0.322
6452,BIOMOL NMR ASSIGN,1874-2718,229,0.76,0.576,0.237,93,2.9,0.00115,0.234
6453,INT J MULTISCALE COM,1543-1649,362,0.76,0.975,0.25,32,4.8,0.00154,0.477
6454,J FORENSIC LEG MED,1752-928X,742,0.76,0.924,0.242,132,4,0.00258,0.266
6455,MED DOSIM,0958-3947,568,0.76,0.833,0.079,63,6.5,0.00132,0.265
6456,POLYCYCL AROMAT COMP,1040-6638,500,0.76,0.92,0.282,39,>10.0,0.00048,0.22
6457,REV BRAS CIENC SOLO,0100-0683,3100,0.76,1.136,0.079,191,7.2,0.00399,0.263
6458,ELECTRON T NUMER ANA,1068-9613,587,0.759,1.155,0.082,49,7.7,0.00193,0.94
6459,HOMEOPATHY,1475-4916,322,0.758,0.883,0.29,31,6.3,0.0003,0.118
6460,J APPL BOT FOOD QUAL,1439-040X,218,0.758,0.839,0.073,41,5.3,0.00048,0.203
6461,KINET CATAL+,0023-1584,1385,0.758,0.762,0.072,97,>10.0,0.00158,0.179
6462,ANAESTHESIST,0003-2417,1088,0.757,0.719,0.293,99,7.6,0.00112,0.128
6463,INT J WEB GRID SERV,1741-1106,125,0.757,0.957,0.125,16,3.9,0.00028,0.185
6464,J EARTH SCI-CHINA,1674-487X,450,0.757,0.83,0.16,100,4.2,0.00201,0.243
6465,J FISH WILDL MANAG,1944-687X,117,0.757,0.919,0.07,43,3.1,0.00063,0.318
6466,NAT COMPUT,1567-7818,462,0.757,,0.05,40,5.9,0.0015,
6467,HIP INT,1120-7000,554,0.756,0.819,0.081,99,3.9,0.002,0.25
6468,ANIM BIOTECHNOL,1049-5398,307,0.755,0.712,0.28,25,8.5,0.00035,0.167
6469,FOOT ANKLE CLIN,1083-7515,717,0.755,0.987,0.078,51,8.5,0.00107,0.296
6470,CHINESE J ANAL CHEM,0253-3820,1828,0.754,0.598,0.124,290,5,0.00257,0.091
6471,J HEALTHC ENG,2040-2295,93,0.754,0.738,0.071,28,,0.00043,0.22
6472,AM CERAM SOC BULL,0002-7812,1356,0.753,0.784,0.029,35,>10.0,0.00065,0.268
6473,IET IMAGE PROCESS,1751-9659,393,0.753,0.951,0.036,84,3.3,0.00143,0.246
6474,IET INFORM SECUR,1751-8709,190,0.753,0.942,0.216,37,3.5,0.00079,0.319
6475,KOREAN CIRC J,1738-5520,544,0.753,,0.182,66,3.4,0.00231,
6476,J HEART VALVE DIS,0966-8519,2097,0.752,0.973,0.026,117,9.6,0.00347,0.371
6477,BIOCONTROL SCI,1342-4815,207,0.75,0.872,0.226,31,5.4,0.00038,0.18
6478,IMA J MATH CONTROL I,0265-0754,344,0.75,0.792,0.032,31,9.1,0.00081,0.343
6479,INT J COMP METH-SING,0219-8762,411,0.75,1.091,0.181,83,4.5,0.0018,0.464
6480,J DEV ORIG HLTH DIS,2040-1744,204,0.75,0.965,0.204,49,3.2,0.00111,0.352
6481,NAGOYA J MED SCI,2186-3326,194,0.75,0.914,0.049,41,4.8,0.00049,0.239
6482,OIL GAS SCI TECHNOL,1294-4475,1147,0.75,1.477,0.15,80,7.6,0.00233,0.475
6483,PLASMA PHYS REP+,1063-780X,1160,0.75,0.695,0.163,86,8,0.00253,0.253
6484,REND LINCEI-SCI FIS,2037-4631,226,0.75,0.85,0.177,79,4.2,0.00086,0.289
6485,SOCIOL SPORT J,0741-1235,607,0.75,1.151,0.091,22,>10.0,0.00089,0.468
6486,CONDENS MATTER PHYS,1607-324X,395,0.748,0.668,0.119,59,5.9,0.0011,0.239
