Rank,Abbreviated Journal Title,ISSN,Total Cites,Impact Factor,5-Year Impactor Factor,Immediacy Index,Articles,Cited Half-life,EigenfactorTM Score,Article InfluenceTM Score
5932,METHOD INFORM MED,0026-1270,1205,1.532,1.09,1,50,6.8,0.00241,0.294
5933,METHOD MICROBIOL,0580-9517,687,0.316,0.646,0,18,>10.0,0.00042,0.291
5934,METHODOL COMPUT APPL,1387-5841,243,0.753,0.84,0.119,42,5.3,0.00214,0.713
5935,METHODS,1046-2023,10951,4.011,4.482,1.653,150,>10.0,0.02309,1.943
5936,METHODS ECOL EVOL,2041-210X,278,5.093,5.093,0.75,76,1.4,0.00174,2.207
5937,METRIKA,0026-1335,493,0.674,0.558,0.188,48,8.4,0.00207,0.465
5938,METROL MEAS SYST,0860-8229,159,0.764,,0.148,61,2.7,0.00036,
5939,METROLOGIA,0026-1394,2510,1.75,1.709,1.156,90,7.1,0.00736,0.71
5940,MICH MATH J,0026-2285,920,0.948,0.755,0.114,35,>10.0,0.0041,1.054
5941,MICRO NANO LETT,1750-0443,253,0.944,1.06,0.153,255,2.2,0.00108,0.293
5942,MICROB BIOTECHNOL,1751-7907,504,2.534,2.678,1.531,64,2.2,0.00226,0.826
5943,MICROB CELL FACT,1475-2859,1461,3.552,4,0.6,110,3.4,0.00519,1.017
5944,MICROB DRUG RESIST,1076-6294,1250,2.153,2.272,0.432,81,6.7,0.00303,0.71
5945,MICROB ECOL,0095-3628,6098,2.912,3.609,0.534,174,6.8,0.01462,1.095
5946,MICROB PATHOGENESIS,0882-4010,2569,1.938,2.117,0.463,108,8.5,0.00491,0.65
5947,MICROBES ENVIRON,1342-6311,558,1.906,,0.481,52,3.5,0.00201,
5948,MICROBES INFECT,1286-4579,6714,3.101,3.005,0.579,140,6.4,0.01863,0.979
5949,MICROBIOL IMMUNOL,0385-5600,2644,1.304,1.379,0.298,114,9,0.00391,0.406
5950,MICROBIOL MOL BIOL R,1092-2172,8496,13.018,16.814,2.227,22,8.9,0.01944,7.296
5951,MICROBIOL RES,0944-5013,1441,2.308,2.534,0.38,71,5,0.00398,0.647
5952,MICROBIOL-SGM,1350-0872,17249,3.061,3.313,0.59,327,7.6,0.03963,1.139
5953,MICROBIOLOGY+,0026-2617,1400,0.718,0.856,0.08,112,8.8,0.00227,0.222
5954,MICROCHEM J,0026-265X,3125,3.048,2.878,0.686,185,5.3,0.00586,0.592
5955,MICROCHIM ACTA,0026-3672,4182,3.033,2.508,0.5,226,4.6,0.00852,0.479
5956,MICROCIRCULATION,1073-9688,1702,2.574,2.678,0.672,61,6.2,0.00521,0.982
5957,MICROELECTRON ENG,0167-9317,6746,1.557,1.495,0.268,762,4.8,0.02416,0.49
5958,MICROELECTRON INT,1356-5362,125,0.6,0.52,0.185,27,5.2,0.00041,0.181
5959,MICROELECTRON J,0026-2692,1925,0.919,0.904,0.161,174,5.2,0.00671,0.291
5960,MICROELECTRON RELIAB,0026-2714,3263,1.167,1.212,0.15,374,5.4,0.01083,0.401
5961,MICROFLUID NANOFLUID,1613-4982,2421,3.371,3.503,0.6,200,2.9,0.01109,1.022
5962,MICROGRAVITY SCI TEC,0938-0108,345,0.591,0.526,0.188,48,4.8,0.00126,0.179
5963,MICRON,0968-4328,2251,1.527,1.683,0.607,107,5.8,0.00624,0.527
5964,MICROPALEONTOLOGY,0026-2803,1053,0.569,0.721,0.158,19,>10.0,0.00077,0.301
5965,MICROPOR MESOPOR MAT,1387-1811,13858,3.285,3.254,0.796,368,5.2,0.0343,0.799
5966,MICROPROCESS MICROSY,0141-9331,291,0.575,0.57,0.078,64,6.9,0.00086,0.226
5967,MICROSC MICROANAL,1431-9276,1809,3.007,3.381,0.302,116,4.9,0.01055,1.778
5968,MICROSC RES TECHNIQ,1059-910X,4429,1.792,1.873,0.193,150,9.4,0.00662,0.611
5969,MICROSURG,0738-1085,2074,1.605,1.614,0.176,108,7.3,0.00435,0.457
5970,MICROSYST TECHNOL,0946-7076,1738,0.931,1.014,0.11,209,4.5,0.00644,0.322
5971,MICROVASC RES,0026-2862,3256,2.828,2.985,0.398,108,8.9,0.00661,0.892
5972,MICROW OPT TECHN LET,0895-2477,4021,0.618,0.538,0.078,811,5,0.01479,0.189
5973,MICROWAVE J,0192-6225,271,0.145,0.211,0.048,105,9.4,0.00095,0.105
5974,MICROWAVES RF,0745-2993,66,0.087,0.061,0.028,142,,0.00021,0.019
5975,MIDWIFERY,0266-6138,1063,1.777,1.931,0.129,147,5.7,0.00197,0.388
5976,MIKROBIYOL BUL,0374-9096,258,0.402,0.417,0.06,83,4.3,0.00048,0.067
5977,MIL MED,0026-4075,3106,0.924,1.061,0.15,266,7.2,0.00713,0.327
5978,MIL OPER RES,0275-5823,70,0.343,0.314,0.118,17,,0.00032,0.204
5979,MILAN J MATH,1424-9286,97,0.22,,0.03,33,,0.00087,
5980,MILBANK Q,0887-378X,2027,5.62,4.909,0.478,23,7.9,0.00531,2.628
5981,MILCHWISSENSCHAFT,0026-3788,967,0.35,0.372,0.011,92,>10.0,0.0008,0.095
5982,MIND MACH,0924-6495,237,0.31,0.656,0.5,30,7.5,0.00059,0.244
5983,MINE WATER ENVIRON,1025-9112,224,0.615,,0.133,30,5.9,0.00058,
5984,MINER DEPOSITA,0026-4598,1807,1.684,1.854,0.312,48,9.8,0.0035,0.751
5985,MINER ENG,0892-6875,3392,1.352,1.596,0.176,227,7.2,0.00699,0.446
5986,MINER METALL PROC,0747-9182,205,0.22,0.287,0.188,32,>10.0,0.00029,0.098
5987,MINER PETROL,0930-0708,1129,1.278,1.352,0.167,36,>10.0,0.00255,0.554
5988,MINER PROCESS EXTR M,0882-7508,239,0.667,0.933,0.2,15,9.3,0.00044,0.321
5989,MINERAL MAG,0026-461X,2501,1.321,1.27,0.55,60,>10.0,0.00414,0.553
5990,MINERVA ANESTESIOL,0375-9393,1454,2.656,1.984,0.599,142,3.4,0.00325,0.362
5991,MINERVA BIOTECNOL,1120-4826,65,0.257,0.237,0,11,,0.00009,0.051
5992,MINERVA CHIR,0026-4733,406,0.77,0.531,0,60,7.1,0.00099,0.16
5993,MINERVA ENDOCRINOL,0391-1977,274,0.981,,0.2,30,4.6,0.00073,
5994,MINERVA MED,0026-4806,401,0.904,0.826,0.159,44,5.2,0.00101,0.208
5995,MINERVA ORTOP TRAUMA,0026-4911,21,0.087,,0,45,,0.00005,
5996,MINI-REV MED CHEM,1389-5575,2649,2.528,2.772,0.402,102,4.7,0.00845,0.724
5997,MINI-REV ORG CHEM,1570-193X,460,2.406,2.283,0.1,50,3.9,0.00148,0.557
5998,MINIM INVAS NEUROSUR,0946-7211,963,0.704,1.029,0.048,63,7.2,0.00195,0.306
5999,MINIM INVASIV THER,1364-5706,535,0.943,1.315,0.15,60,5,0.00153,0.345
6000,MIS QUART,0276-7783,6761,4.447,7.497,0.7,50,>10.0,0.00977,2.906
6001,MISKOLC MATH NOTES,1787-2405,20,0.351,,0.038,26,,0.00011,
6002,MITIG ADAPT STRAT GL,1381-2386,867,1.234,,0.2,50,5.1,0.00327,
6003,MITOCHONDR DNA,1940-1736,102,1.488,1.266,0.351,57,1.7,0.00027,0.231
6004,MITOCHONDRION,1567-7249,1700,3.615,4.108,0.835,127,4.2,0.00696,1.324
6005,MITT KLOSTERNEUBURG,0007-5922,64,0.106,,0.019,54,,0.00007,
6006,MOB INF SYST,1574-017X,140,2.432,,0.167,18,2.5,0.00046,
6007,MOBILE NETW APPL,1383-469X,807,0.838,1.494,0.121,58,6.1,0.00386,0.811
6008,MOD PHYS LETT A,0217-7323,3552,1.083,0.938,0.355,273,6.8,0.0111,0.376
6009,MOD PHYS LETT B,0217-9849,1094,0.474,0.423,0.081,223,4.6,0.00402,0.147
6010,MOD RHEUMATOL,1439-7595,998,1.577,,0.344,122,3.6,0.00432,
6011,MODEL IDENT CONTROL,0332-7353,155,0.615,0.672,0,11,9.1,0.00037,0.317
6012,MODEL SIMUL MATER SC,0965-0393,1914,2.298,1.78,0.221,77,6.8,0.0074,0.877
6013,MODERN PATHOL,0893-3952,9532,4.792,4.743,1.274,179,6.1,0.0289,1.689
6014,MOKUZAI GAKKAISHI,0021-4795,619,0.136,0.109,0.027,37,>10.0,0.00018,0.05
6015,MOL ASPECTS MED,0098-2997,2656,9.97,10.272,0.786,14,5.2,0.00843,3.039
6016,MOL BIOCHEM PARASIT,0166-6851,7039,2.551,2.738,0.861,115,>10.0,0.01197,0.895
6017,MOL BIOL CELL,1059-1524,29375,4.942,5.371,0.817,416,6.8,0.11329,2.72
6018,MOL BIOL EVOL,0737-4038,28313,5.55,9.857,2.034,297,6.4,0.09215,3.838
6019,MOL BIOL REP,0301-4851,3604,2.929,2.809,0.413,678,2.1,0.00745,0.4
6020,MOL BIOL+,0026-8933,903,0.658,0.679,0.27,111,6.4,0.00168,0.159
6021,MOL BIOSYST,1742-206X,3078,3.534,3.705,0.691,330,2.6,0.01817,1.371
6022,MOL BIOTECHNOL,1073-6085,2123,2.171,2.279,0.326,92,5.9,0.00533,0.628
6023,MOL BREEDING,1380-3743,2892,2.852,2.827,0.404,104,6.8,0.00611,0.756
6024,MOL CANCER,1476-4598,3737,3.993,4.597,0.58,150,3,0.02006,1.578
6025,MOL CANCER RES,1541-7786,4504,4.288,4.49,0.588,153,3.8,0.0225,1.669
6026,MOL CANCER THER,1535-7163,12886,5.226,5.39,0.885,226,4.3,0.05744,1.785
6027,MOL CARCINOGEN,0899-1987,3156,3.164,3.091,0.788,99,5.7,0.00927,0.974
6028,MOL CELL,1097-2765,44493,14.178,14.202,2.875,288,5.9,0.25105,8.942
6029,MOL CELL BIOCHEM,0300-8177,9018,2.057,1.988,0.37,397,7.9,0.01681,0.564
6030,MOL CELL BIOL,0270-7306,67032,5.527,5.766,1.249,398,8.9,0.17397,3.015
6031,MOL CELL ENDOCRINOL,0303-7207,10097,4.192,3.679,0.753,299,5.9,0.0291,1.194
6032,MOL CELL NEUROSCI,1044-7431,6899,3.663,3.777,0.923,142,6.8,0.02129,1.541
6033,MOL CELL PROBE,0890-8508,1752,2.078,2.274,0.341,44,7.6,0.0034,0.65
6034,MOL CELL PROTEOMICS,1535-9476,12985,7.398,8.633,1.449,265,4.6,0.05442,2.983
6035,MOL CELL TOXICOL,1738-642X,153,0.88,0.552,0.24,50,2.5,0.00042,0.097
6036,MOL CELLS,1016-8478,2454,2.178,1.993,0.322,149,5,0.00797,0.622
6037,MOL CRYST LIQ CRYST,1542-1406,4873,0.58,0.558,0.104,511,>10.0,0.00571,0.139
6038,MOL DIAGN THER,1177-1062,332,1.71,1.813,0.071,28,3.4,0.00165,0.494
6039,MOL DIVERS,1381-1991,1114,3.153,3.236,0.734,94,3.9,0.00283,0.686
6040,MOL ECOL,0962-1083,26842,5.522,6.347,1.109,368,6.3,0.07349,2.082
6041,MOL ECOL RESOUR,1755-098X,3037,3.062,2.907,1.691,165,2.5,0.01523,0.876
6042,MOL ENDOCRINOL,0888-8809,13707,4.544,4.816,0.69,171,7.7,0.03566,1.839
6043,MOL GENET GENOMICS,1617-4615,3112,2.635,2.78,0.397,73,6.3,0.00862,0.92
6044,MOL GENET METAB,1096-7192,4977,3.193,3.08,0.527,258,5.6,0.01391,0.932
6045,MOL GENET MICROBIOL+,0891-4168,74,0.23,,0,27,,0.00015,
6046,MOL HUM REPROD,1360-9947,4626,3.852,3.529,0.79,81,7.7,0.00867,1.002
6047,MOL IMAGING,1535-3508,1021,3.18,3.225,0.578,45,5.6,0.00308,1.048
6048,MOL IMAGING BIOL,1536-1632,1372,3.844,3.519,0.486,146,3.6,0.0053,1.109
6049,MOL IMMUNOL,0161-5890,8452,2.897,3.023,0.539,271,4.5,0.03202,0.973
6050,MOL INFORM,1868-1743,171,2.39,2.407,0.377,77,1.4,0.00056,0.519
6051,MOL INTERV,1534-0384,1226,4.594,7.487,0.857,7,6.3,0.00342,2.452
6052,MOL MED,1076-1551,3069,3.757,4.601,0.993,149,5.9,0.00813,1.46
6053,MOL MED REP,1791-2997,225,0.418,0.421,0.141,205,2.2,0.00086,0.101
6054,MOL MEMBR BIOL,0968-7688,1327,2.863,2.662,0.469,32,6.3,0.00447,1.053
6055,MOL MICROBIOL,0950-382X,35995,5.01,5.248,1.281,434,8.1,0.09071,2.156
6056,MOL NEUROBIOL,0893-7648,2358,5.735,5.434,0.7,60,5.9,0.0078,2.002
6057,MOL NEURODEGENER,1750-1326,828,4.278,4.455,0.471,87,2.6,0.00451,1.394
6058,MOL NUTR FOOD RES,1613-4125,4706,4.301,4.579,0.899,189,3.6,0.01763,1.144
6059,MOL ONCOL,1574-7891,724,5.082,,1.542,48,2.6,0.00455,
6060,MOL ORAL MICROBIOL,2041-1006,116,2.641,2.769,0.25,32,1.5,0.00067,0.936
6061,MOL PAIN,1744-8069,1549,3.526,4.262,0.49,100,3.3,0.00795,1.365
6062,MOL PHARMACEUT,1543-8384,4416,4.782,5.634,0.411,248,3.2,0.0189,1.52
6063,MOL PHARMACOL,0026-895X,21694,4.883,4.58,0.973,224,8.1,0.0453,1.517
6064,MOL PHYLOGENET EVOL,1055-7903,13208,3.609,3.982,0.75,248,5.6,0.04243,1.331
6065,MOL PHYS,0026-8976,11899,1.819,1.625,0.462,275,>10.0,0.01468,0.562
6066,MOL PLANT,1674-2052,1632,5.546,5.415,1.141,92,2.4,0.00952,1.838
6067,MOL PLANT MICROBE IN,0894-0282,8350,4.431,4.762,0.91,144,7,0.01966,1.464
6068,MOL PLANT PATHOL,1464-6722,2295,3.899,4.062,0.934,76,4.9,0.00703,1.185
6069,MOL PSYCHIATR,1359-4184,11679,13.668,12.992,3.676,102,5.3,0.04068,4.651
6070,MOL REPROD DEV,1040-452X,5675,2.532,2.267,0.422,83,9.5,0.00845,0.614
6071,MOL SIMULAT,0892-7022,1761,1.328,1.25,0.302,129,5.9,0.00468,0.369
6072,MOL SYST BIOL,1744-4292,4671,8.626,11.62,1.621,95,3.6,0.0392,5.83
6073,MOL THER,1525-0016,11679,6.873,6.284,1.704,230,4.5,0.04302,2.02
6074,MOL VIS,1090-0535,4645,2.205,2.513,0.333,381,4,0.01653,0.667
6075,MOLECULES,1420-3049,5118,2.386,2.411,0.325,756,2.8,0.01532,0.517
6076,MOLLUSCAN RES,1323-5818,134,0.906,0.867,0.16,25,5.8,0.00043,0.312
6077,MON NOT R ASTRON SOC,0035-8711,79730,4.9,4.585,1.618,2348,5.6,0.24884,1.601
6078,MON WEATHER REV,0027-0644,16821,2.688,3.004,0.635,230,>10.0,0.03264,1.417
6079,MONATSH CHEM,0026-9247,3915,1.532,1.543,0.289,166,8.8,0.00548,0.316
6080,MONATSH MATH,0026-9255,777,0.616,0.615,0.125,80,>10.0,0.00409,0.622
6081,MONATSSCHR KINDERH,0026-9298,441,0.274,0.223,0.127,118,>10.0,0.00043,0.036
6082,MOSC MATH J,1609-3321,375,0.47,,0.121,33,7.3,0.00378,
6083,MOSC U PHYS B+,0027-1349,166,0.199,,0.072,111,5.2,0.00042,
6084,MOTOR CONTROL,1087-1640,507,1.527,1.607,0.097,31,7.2,0.00112,0.5
6085,MOTRIZ,1980-6574,56,0.124,,0.026,76,,0.00013,
6086,MOVEMENT DISORD,0885-3185,16010,4.505,4.449,0.908,359,5.3,0.04563,1.259
6087,MRS BULL,0883-7694,4668,4.95,5.384,0.83,88,6,0.01965,2.534
6088,MT RES DEV,0276-4741,853,0.676,0.837,0.293,41,9.5,0.001,0.228
6089,MT SINAI J MED,0027-2507,1046,2,1.612,0.178,73,6.3,0.00304,0.543
6090,MUCOSAL IMMUNOL,1933-0219,1475,6.963,7.006,1.746,67,2.6,0.01041,3.221
6091,MULT SCLER J,1352-4585,5234,4.255,3.788,0.901,182,4.4,0.01746,1.141
6092,MULTIBODY SYST DYN,1384-5640,683,1.321,1.529,0.413,46,6.2,0.00249,0.659
6093,MULTIDIM SYST SIGN P,0923-6082,227,0.953,0.784,0.15,20,8.6,0.00075,0.402
6094,MULTIDISCIP RESP MED,1828-695X,29,0.05,,0.447,38,,0.00001,
6095,MULTIMED TOOLS APPL,1380-7501,411,0.617,0.702,0.11,164,3.6,0.00251,0.318
6096,MULTIMEDIA SYST,0942-4962,377,0.729,0.795,0.062,32,8,0.00153,0.487
6097,MULTISCALE MODEL SIM,1540-3459,1283,2.009,2.527,0.284,67,5.6,0.00869,1.694
6098,MULTIVAR BEHAV RES,0027-3171,2608,1.412,3.148,0.647,34,>10.0,0.0064,2.339
6099,MUSCLE NERVE,0148-639X,8962,2.367,2.467,0.298,258,9.4,0.01572,0.772
6100,MUTAGENESIS,0267-8357,2981,3.183,3.652,0.804,97,8.1,0.00462,0.85
6101,MUTAT RES-FUND MOL M,0027-5107,8327,2.85,3.133,0.484,124,7.6,0.01547,1.031
6102,MUTAT RES-GEN TOX EN,1383-5718,6067,3.035,3.175,0.425,160,7.2,0.01069,0.749
6103,MUTAT RES-REV MUTAT,1383-5742,2571,6.462,7.92,0.429,21,6,0.00718,2.411
6104,MYCOL PROG,1617-416X,421,1.554,1.663,0.412,51,4.2,0.00139,0.474
6105,MYCOL RES,0953-7562,5458,2.809,2.923,,0,9.3,0.00857,0.855
6106,MYCOLOGIA,0027-5514,5354,2.031,2.537,0.488,129,>10.0,0.00742,0.769
6107,MYCOPATHOLOGIA,0301-486X,2822,1.654,2.207,0.265,113,8.7,0.00465,0.563
6108,MYCORRHIZA,0940-6360,2400,2.63,3.051,0.647,68,7.8,0.00383,0.754
6109,MYCOSCIENCE,1340-3540,774,1.212,,0.459,61,7,0.00153,
6110,MYCOSES,0933-7407,2359,2.247,1.931,0.249,221,6.9,0.00402,0.443
6111,MYCOTAXON,0093-4666,1726,0.709,0.636,0.263,209,9,0.00215,0.119
6112,MYRMECOL NEWS,1994-4136,279,2.644,,1.647,34,2.6,0.00123,
6113,N AM J AQUACULT,1522-2055,534,0.664,0.874,0.081,62,6.3,0.00105,0.2
6114,N AM J FISH MANAGE,0275-5947,2755,0.943,1.316,0.158,95,8.7,0.00462,0.386
6115,N-S ARCH PHARMACOL,0028-1298,4582,2.647,2.579,0.429,112,>10.0,0.00695,0.733
6116,NACHR CHEM,1439-9598,132,0.191,0.114,0.08,100,3.1,0.00048,0.034
6117,NAGOYA MATH J,0027-7630,647,0.412,0.459,0.167,24,>10.0,0.00159,0.642
6118,NANO,1793-2920,263,1.193,1.109,0.108,65,3.4,0.00122,0.289
6119,NANO LETT,1530-6984,75287,13.198,13.843,2.082,955,4.2,0.34576,5.059
6120,NANO RES,1998-0124,2017,6.97,7.461,0.918,122,2.3,0.01112,2.384
6121,NANO TODAY,1748-0132,2170,15.355,16.078,2.324,37,2.8,0.0121,5.144
6122,NANOMED-NANOTECHNOL,1549-9634,2091,6.692,,0.8,110,3,0.00724,
6123,NANOMEDICINE-UK,1743-5889,2103,5.055,6.534,0.87,108,3.3,0.00958,1.699
6124,NANOSC MICROSC THERM,1556-7265,102,1.032,1.01,0.111,18,3.5,0.00065,0.364
6125,NANOSCALE,2040-3364,3187,5.914,5.914,1.187,653,1.4,0.01164,1.561
6126,NANOSCALE RES LETT,1931-7573,2447,2.726,2.928,0.443,625,2.2,0.00998,0.738
6127,NANOSCI NANOTECH LET,1941-4900,69,0.528,0.528,0.103,126,,0.00025,0.131
6128,NANOTECHNOLOGY,0957-4484,31600,3.979,4.017,0.665,1128,3.9,0.13849,1.233
6129,NANOTOXICOLOGY,1743-5390,793,5.758,6.781,1.233,60,2.8,0.00333,1.728
6130,NAT AREA J,0885-8608,615,0.789,0.936,0.128,39,9.6,0.00101,0.294
6131,NAT BIOTECHNOL,1087-0156,36144,23.268,28.161,7.464,84,6.6,0.12945,12.927
6132,NAT CELL BIOL,1465-7392,29959,19.488,20.116,4.912,159,5.7,0.15891,11.641
6133,NAT CHEM,1755-4330,5260,20.524,20.533,5.308,120,1.8,0.03284,7.944
6134,NAT CHEM BIOL,1552-4450,9001,14.69,16.052,3.105,124,3.3,0.06513,7.339
6135,NAT CLIM CHANGE,1758-678X,94,,,2.583,36,,0,
6136,NAT CLIN PRACT CARD,1743-4297,1403,7.043,5.633,,0,4.2,0.0075,1.943
6137,NAT CLIN PRACT ENDOC,1745-8366,1127,7.545,6.195,,0,4.3,0.00679,2.123
6138,NAT CLIN PRACT GASTR,1743-4378,846,5.333,3.988,,0,5,0.00395,1.336
6139,NAT CLIN PRACT NEPHR,1745-8323,803,6.083,4.871,,0,4.4,0.00488,1.714
6140,NAT CLIN PRACT NEURO,1745-834X,1055,7.636,6.712,,0,4.4,0.00664,2.363
6141,NAT CLIN PRACT ONCOL,1743-4254,1527,8,7.327,,0,4.6,0.0087,2.818
6142,NAT CLIN PRACT RHEUM,1745-8382,1058,5.846,5.246,,0,4.4,0.00645,1.8
6143,NAT CLIN PRACT UROL,1743-4270,590,4.071,2.855,,0,4.4,0.00312,0.988
6144,NAT COMMUN,2041-1723,1859,7.396,7.396,1.659,451,1.2,0.01223,4.468
6145,NAT CONSERVACAO,1679-0073,91,1.049,,0.6,30,,0.00029,
6146,NAT GENET,1061-4036,76456,35.532,33.096,6.357,196,6.8,0.33022,17.569
6147,NAT GEOSCI,1752-0894,5131,11.754,11.92,2.286,147,2.5,0.0544,7.365
6148,NAT HAZARD EARTH SYS,1561-8633,2045,1.983,1.972,0.345,281,3.4,0.00701,0.538
6149,NAT HAZARDS,0921-030X,2012,1.529,1.71,0.183,262,5.6,0.0065,0.59
6150,NAT HAZARDS REV,1527-6988,376,1,,0.13,23,6.2,0.00162,
6151,NAT HIST,0028-0712,375,0.176,0.117,,,>10.0,0.00014,0.044
6152,NAT IMMUNOL,1529-2908,31436,26.008,24.735,5.856,132,5.4,0.16356,13.427
6153,NAT LANG ENG,1351-3249,145,0.432,,0.091,22,8.1,0.00064,
6154,NAT MATER,1476-1122,39242,32.841,36.732,6.246,134,4.7,0.22089,17.891
6155,NAT MED,1078-8956,54228,22.462,26.418,5.15,187,7.5,0.1656,12.147
6156,NAT METHODS,1548-7091,15269,19.276,20.454,5.133,128,3.7,0.12511,11.127
6157,NAT NANOTECHNOL,1748-3387,16581,27.27,33.781,5.496,117,3.1,0.12854,14.854
6158,NAT NEUROSCI,1097-6256,39636,15.531,16.289,3.54,226,6.6,0.15994,8.619
6159,NAT PHOTONICS,1749-4885,10259,29.278,30.773,5.031,96,2.7,0.09377,16.101
6160,NAT PHYS,1745-2473,14228,18.967,18.557,5.767,163,3.2,0.17249,13.586
6161,NAT PROD COMMUN,1934-578X,1568,1.242,1.019,0.192,412,2.6,0.00465,0.174
6162,NAT PROD REP,0265-0568,5774,9.79,9.671,2.611,72,5.7,0.01594,2.972
6163,NAT PROD RES,1478-6419,1468,1.009,1.053,0.183,246,3.9,0.00389,0.198
6164,NAT PROTOC,1754-2189,13626,9.924,10.201,0.93,157,4.2,0.10716,4.422
6165,NAT RESOUR FORUM,0165-0203,400,0.667,1.042,0.208,24,6.7,0.00079,0.36
6166,NAT RESOUR MODEL,0890-8575,229,0.556,0.67,0.15,20,9,0.00053,0.253
6167,NAT REV CANCER,1474-175X,28602,37.545,38.46,4.838,68,5.8,0.12608,17.917
6168,NAT REV CARDIOL,1759-5002,1018,8.833,8.863,1.925,53,1.9,0.00716,3.82
6169,NAT REV CLIN ONCOL,1759-4774,1558,11.963,12,3.477,65,1.9,0.00999,4.988
6170,NAT REV DRUG DISCOV,1474-1776,16887,29.008,32.123,5.59,61,5,0.06911,11.828
6171,NAT REV ENDOCRINOL,1759-5029,1179,9.971,10,2.017,60,2,0.00774,4.011
6172,NAT REV GASTRO HEPAT,1759-5045,888,8.102,8.102,1.66,53,1.8,0.00537,2.98
6173,NAT REV GENET,1471-0056,20384,38.075,31.359,7.014,71,4.7,0.1214,16.942
6174,NAT REV IMMUNOL,1474-1733,22613,33.287,34.302,5.116,69,5,0.1198,16.806
6175,NAT REV MICROBIOL,1740-1526,12517,21.182,20.928,3.729,70,4.5,0.06691,9.014
6176,NAT REV MOL CELL BIO,1471-0072,29222,39.123,42.508,6.5,66,5.1,0.17432,23.838
6177,NAT REV NEPHROL,1759-5061,849,7.092,7.11,0.984,62,1.9,0.00533,2.664
6178,NAT REV NEUROL,1759-4758,1390,12.461,12.48,1.909,55,1.7,0.00924,4.929
6179,NAT REV NEUROSCI,1471-003X,24316,30.445,34.187,5.085,47,5.9,0.10635,16.124
6180,NAT REV RHEUMATOL,1759-4790,1196,8.388,8.395,1.561,66,1.9,0.00794,3.35
6181,NAT REV UROL,1759-4812,489,4.415,4.415,0.344,61,1.8,0.00329,1.691
6182,NAT STRUCT MOL BIOL,1545-9993,22401,12.712,12.114,2.885,208,6.1,0.12301,7.704
6183,NATL ACAD SCI LETT,0250-541X,143,0.211,0.16,0.019,53,>10.0,0.00016,0.032
6184,NATL MED J INDIA,0970-258X,411,0.595,0.753,0.367,30,7.4,0.00084,0.235
6185,NATURE,0028-0836,526505,36.28,36.235,9.69,841,9.4,1.65658,20.353
6186,NATURWISSENSCHAFTEN,0028-1042,5836,2.278,2.427,0.25,120,>10.0,0.01082,0.89
6187,NAUTILUS,0028-1344,380,0.574,0.593,0.038,26,>10.0,0.00036,0.165
6188,NAV ARCHIT,0306-0209,19,0.005,0.002,0,124,,0.00002,0.001
6189,NAV ENG J,0028-1425,99,0.139,0.138,0.043,23,,0.00017,0.06
6190,NAV RES LOG,0894-069X,2065,1.038,1.278,0.214,56,>10.0,0.00498,0.919
6191,NDT&E INT,0963-8695,1849,1.477,1.687,0.302,106,6.8,0.00455,0.557
6192,NEAR SURF GEOPHYS,1569-4445,386,0.945,1.018,0.208,48,4.8,0.00198,0.477
6193,NEC TECH J,1880-5884,23,0.095,0.067,,0,,0.00018,0.039
6194,NEFROLOGIA,0211-6995,694,1,0.688,0.592,76,4.4,0.0011,0.101
6195,NEMATOLOGY,1388-5545,1060,0.911,1.01,0.306,85,6.8,0.00172,0.235
6196,NEMATROPICA,0099-5444,300,0.652,0.628,0.062,32,>10.0,0.00022,0.108
6197,NEONATOLOGY,1661-7800,974,2.656,2.481,0.515,103,2.7,0.00495,0.728
6198,NEOPLASIA,1522-8002,5282,5.946,5.133,1.712,111,4.6,0.01965,1.689
6199,NEOPLASMA,0028-2685,1091,1.44,1.246,0.244,78,6.1,0.00246,0.32
6200,NEOTROP ENTOMOL,1519-566X,1104,0.603,0.744,0.116,121,6,0.00283,0.215
6201,NEOTROP ICHTHYOL,1679-6225,586,1.064,1.334,0.109,92,4.2,0.0018,0.287
6202,NEPHROL DIAL TRANSPL,0931-0509,19988,3.396,3.375,0.834,596,6,0.04995,0.964
6203,NEPHROL THER,1769-7255,208,0.465,,0.06,67,3.4,0.00062,
6204,NEPHROLOGY,1320-5358,1373,1.311,1.454,0.371,105,4.4,0.00478,0.406
6205,NEPHRON CLIN PRACT,1660-2110,1387,2.038,1.996,0.399,193,3.3,0.00554,0.573
6206,NEPHRON EXP NEPHROL,1660-2129,641,1.857,1.891,0.667,36,4.6,0.00237,0.612
6207,NEPHRON PHYSIOL,1660-2137,463,2.548,2.134,0.348,23,5,0.00183,0.743
6208,NERVENARZT,0028-2804,1348,0.681,0.66,0.266,143,7.3,0.00221,0.149
6209,NERVENHEILKUNDE,0722-1541,156,0.208,0.181,0.214,103,3.4,0.00026,0.027
6210,NETH HEART J,1568-5888,494,1.438,,0.488,80,3,0.002,
6211,NETH J GEOSCI,0016-7746,203,0.963,1.063,0.75,20,5.3,0.0007,0.4
6212,NETH J MED,0300-2977,1314,2.072,1.745,0.5,42,5.9,0.00389,0.574
6213,NETW HETEROG MEDIA,1556-1801,197,0.658,1.097,0.121,33,4.3,0.00263,0.818
6214,NETW SPAT ECON,1566-113X,361,1.019,1.658,0.059,34,5.7,0.00167,0.777
